Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN,unit_price_eur,spent
Adrenalina 1mg 1ml,MEDICINES AND OTHER PILLS,8817.0,0.9690000000000001,EUR,no,,Portugal,2020-03-30,http://www.base.gov.pt/base2/rest/documentos/803419,6509270,,Adrenaline 1mg 1ml,0.9690000000000001,8543.673
Água esterilizada P.P.I 20 ml,MEDICINES AND OTHER PILLS,57710.0,0.2296,EUR,no,,Portugal,2020-03-31,http://www.base.gov.pt/base2/rest/documentos/803420,6509270,,Sterile water PPI 20 ml,0.2296,13250.216
Água esterilizada P.P.I 20 ml,MEDICINES AND OTHER PILLS,57710.0,0.2296,EUR,no,,Portugal,2020-04-01,http://www.base.gov.pt/base2/rest/documentos/803421,6509270,,Sterile water PPI 20 ml,0.2296,13250.216
Atropina 1mg/1ml sol. inj,MEDICINES AND OTHER PILLS,8817.0,1.6698,EUR,no,,Portugal,2020-04-02,http://www.base.gov.pt/base2/rest/documentos/803422,6509270,,Atropine 1mg / 1ml sol. inj,1.6698,14722.6266
Atropina 1mg/1ml sol. inj,MEDICINES AND OTHER PILLS,8817.0,1.6698,EUR,no,,Portugal,2020-04-03,http://www.base.gov.pt/base2/rest/documentos/803423,6509270,,Atropine 1mg / 1ml sol. inj,1.6698,14722.6266
Bicardbonato de sódio 8.4% 100ml,MEDICINES AND OTHER PILLS,7329.0,3.83,EUR,no,,Portugal,2020-04-04,http://www.base.gov.pt/base2/rest/documentos/803424,6509270,,Sodium bicarbonate 8.4% 100ml,3.83,28070.07
Bicardbonato de sódio 8.4% 100ml,MEDICINES AND OTHER PILLS,7329.0,3.83,EUR,no,,Portugal,2020-04-05,http://www.base.gov.pt/base2/rest/documentos/803425,6509270,,Sodium bicarbonate 8.4% 100ml,3.83,28070.07
Bicardbonato de sódio 8.4% 20ml,MEDICINES AND OTHER PILLS,7329.0,0.78,EUR,no,,Portugal,2020-04-06,http://www.base.gov.pt/base2/rest/documentos/803426,6509270,,Sodium bicarbonate 8.4% 20ml,0.78,5716.62
Bicardbonato de sódio 8.4% 20ml,MEDICINES AND OTHER PILLS,7329.0,0.78,EUR,no,,Portugal,2020-04-07,http://www.base.gov.pt/base2/rest/documentos/803427,6509270,,Sodium bicarbonate 8.4% 20ml,0.78,5716.62
Cloreto de potássio 7.5% 10ml,MEDICINES AND OTHER PILLS,182253.0,0.64,EUR,no,,Portugal,2020-04-08,http://www.base.gov.pt/base2/rest/documentos/803428,6509270,,Potassium chloride 7.5% 10ml,0.64,116641.92
Cloreto de potássio 7.5% 10ml,MEDICINES AND OTHER PILLS,182253.0,0.64,EUR,no,,Portugal,2020-04-09,http://www.base.gov.pt/base2/rest/documentos/803429,6509270,,Potassium chloride 7.5% 10ml,0.64,116641.92
Captopril 25mg,MEDICINES AND OTHER PILLS,196243.0,0.01,EUR,no,,Portugal,2020-04-10,http://www.base.gov.pt/base2/rest/documentos/803430,6509270,,Captopril 25mg,0.01,1962.43
Captopril 25mg,MEDICINES AND OTHER PILLS,196243.0,0.01,EUR,no,,Portugal,2020-04-11,http://www.base.gov.pt/base2/rest/documentos/803431,6509270,,Captopril 25mg,0.01,1962.43
Furosemida,MEDICINES AND OTHER PILLS,223662.0,0.12,EUR,no,,Portugal,2020-04-12,http://www.base.gov.pt/base2/rest/documentos/803432,6509270,,Furosemide,0.12,26839.44
Furosemida,MEDICINES AND OTHER PILLS,223662.0,0.12,EUR,no,,Portugal,2020-04-13,http://www.base.gov.pt/base2/rest/documentos/803433,6509270,,Furosemide,0.12,26839.44
Gluconato Cálcio 10% 10ml,MEDICINES AND OTHER PILLS,8079.0,0.71,EUR,no,,Portugal,2020-04-14,http://www.base.gov.pt/base2/rest/documentos/803434,6509270,,Calcium Gluconate 10% 10ml,0.71,5736.09
Gluconato Cálcio 10% 10ml,MEDICINES AND OTHER PILLS,8079.0,0.71,EUR,no,,Portugal,2020-04-15,http://www.base.gov.pt/base2/rest/documentos/803435,6509270,,Calcium Gluconate 10% 10ml,0.71,5736.09
Ringer e lactato 500ml,MEDICINES AND OTHER PILLS,37621.0,0.9,EUR,no,,Portugal,2020-04-16,http://www.base.gov.pt/base2/rest/documentos/803436,6509270,,Ringer and lactate 500ml,0.9,33858.9
Ringer e lactato 500ml,MEDICINES AND OTHER PILLS,37621.0,0.9,EUR,no,,Portugal,2020-04-17,http://www.base.gov.pt/base2/rest/documentos/803437,6509270,,Ringer and lactate 500ml,0.9,33858.9
Rocurónio (brometo) 50mg/5ml,MEDICINES AND OTHER PILLS,3347.0,3.823,EUR,no,,Portugal,2020-04-18,http://www.base.gov.pt/base2/rest/documentos/803438,6509270,,Rocuronium (bromide) 50mg / 5ml,3.823,12795.581
Rocurónio (brometo) 50mg/5ml,MEDICINES AND OTHER PILLS,3347.0,3.823,EUR,no,,Portugal,2020-04-19,http://www.base.gov.pt/base2/rest/documentos/803439,6509270,,Rocuronium (bromide) 50mg / 5ml,3.823,12795.581
Propofol 1g/50ml,MEDICINES AND OTHER PILLS,2500.0,4.95,EUR,no,,Portugal,2020-04-20,http://www.base.gov.pt/base2/rest/documentos/803440,6509270,,Propofol 1g/50ml,4.95,12375.0
Propofol 1g/50ml,MEDICINES AND OTHER PILLS,2500.0,4.95,EUR,no,,Portugal,2020-04-21,http://www.base.gov.pt/base2/rest/documentos/803441,6509270,,Propofol 1g/50ml,4.95,12375.0
Propofol 200mg/20 ml,MEDICINES AND OTHER PILLS,10000.0,0.968,EUR,no,,Portugal,2020-04-22,http://www.base.gov.pt/base2/rest/documentos/803442,6509270,,Propofol 200mg/20 ml,0.968,9680.0
Propofol 200mg/20 ml,MEDICINES AND OTHER PILLS,10000.0,0.968,EUR,no,,Portugal,2020-04-23,http://www.base.gov.pt/base2/rest/documentos/803443,6509270,,Propofol 200mg/20 ml,0.968,9680.0
ACIDO ACETILSALICÍLICO [500MG; COMP],MEDICINES AND OTHER PILLS,424920.0,0.006999999999999999,EUR,no,,Portugal,2020-03-27,http://www.base.gov.pt/base2/rest/documentos/803434,6462289,,ACETYLSALICYLIC ACID [500MG; COMP],0.006999999999999999,2974.4399999999996
AMOXICILINA   +   ÁCIDO   CLAVULÂNICO (susp. oral) [600 MG/5 ML + 42.9 MG/5 ML; FRS],MEDICINES AND OTHER PILLS,13874.0,10.0,EUR,no,,Portugal,2020-03-27,http://www.base.gov.pt/base2/rest/documentos/803434,6462289,,AMOXICILINA   +   ÁCIDO   CLAVULÂNICO (susp. oral) [600 MG/5 ML + 42.9 MG/5 ML; FRS],10.0,138740.0
Sulfato de magnésio 20% 10ml,MEDICINES AND OTHER PILLS,23660.0,1.31,EUR,no,,Portugal,2020-03-27,http://www.base.gov.pt/base2/rest/documentos/803434,6462289,,Magnesium sulfate 20% 10ml,1.31,30994.600000000002
Enoxoparina 60mg/0.6 ml sol. injectável,MEDICINES AND OTHER PILLS,70311.0,3.27,EUR,no,,Portugal,2020-03-31,http://www.base.gov.pt/base2/rest/documentos/803451,6517220,,Enoxoparin 60mg / 0.6 ml sol. injectable,3.27,229916.97
Enoxoparina 60mg/0.6 ml sol. injectável,MEDICINES AND OTHER PILLS,70311.0,3.27,EUR,no,,Portugal,2020-04-01,http://www.base.gov.pt/base2/rest/documentos/803452,6517220,,Enoxoparin 60mg / 0.6 ml sol. injectable,3.27,229916.97
Morfina 10 mg/ml sol. injectável,MEDICINES AND OTHER PILLS,78188.0,2.93,EUR,no,,Portugal,2020-04-02,http://www.base.gov.pt/base2/rest/documentos/803453,6517220,,Morphine 10 mg / ml sol. injectable,2.93,229090.84000000003
Morfina 10 mg/ml sol. injectável,MEDICINES AND OTHER PILLS,78188.0,2.93,EUR,no,,Portugal,2020-04-03,http://www.base.gov.pt/base2/rest/documentos/803454,6517220,,Morphine 10 mg / ml sol. injectable,2.93,229090.84000000003
Paracetamol 10mg sol. perfusão,MEDICINES AND OTHER PILLS,156662.0,0.6327,EUR,no,,Portugal,2020-04-04,http://www.base.gov.pt/base2/rest/documentos/803455,6517220,,Paracetamol 10mg sol. perfusion,0.6327,99120.04740000001
Paracetamol 10mg sol. perfusão,MEDICINES AND OTHER PILLS,156662.0,0.6327,EUR,no,,Portugal,2020-04-05,http://www.base.gov.pt/base2/rest/documentos/803456,6517220,,Paracetamol 10mg sol. perfusion,0.6327,99120.04740000001
Paracetamol 1000 mg comp,MEDICINES AND OTHER PILLS,57816.0,0.0282,EUR,no,,Portugal,2020-04-06,http://www.base.gov.pt/base2/rest/documentos/803457,6517220,,Paracetamol 1000 mg comp,0.0282,1630.4112
Paracetamol 1000 mg comp,MEDICINES AND OTHER PILLS,57816.0,0.0282,EUR,no,,Portugal,2020-04-07,http://www.base.gov.pt/base2/rest/documentos/803458,6517220,,Paracetamol 1000 mg comp,0.0282,1630.4112
Paracetamol 40 mg/ml suspensão oral,MEDICINES AND OTHER PILLS,2078.0,0.7,EUR,no,,Portugal,2020-04-08,http://www.base.gov.pt/base2/rest/documentos/803459,6517220,,Paracetamol 40 mg / ml oral suspension,0.7,1454.6
Paracetamol 40 mg/ml suspensão oral,MEDICINES AND OTHER PILLS,2078.0,0.7,EUR,no,,Portugal,2020-04-09,http://www.base.gov.pt/base2/rest/documentos/803460,6517220,,Paracetamol 40 mg / ml oral suspension,0.7,1454.6
Paracetamol 500mg Comp,MEDICINES AND OTHER PILLS,460691.0,0.13,EUR,no,,Portugal,2020-04-10,http://www.base.gov.pt/base2/rest/documentos/803461,6517220,,Paracetamol 500mg Comp,0.13,59889.83
Paracetamol 500mg Comp,MEDICINES AND OTHER PILLS,460691.0,0.13,EUR,no,,Portugal,2020-04-11,http://www.base.gov.pt/base2/rest/documentos/803462,6517220,,Paracetamol 500mg Comp,0.13,59889.83
Adrenalina 1mg/ml Sol. Injectável,MEDICINES AND OTHER PILLS,8817.0,0.9690000000000001,EUR,no,,Portugal,2020-04-07,http://www.base.gov.pt/base2/rest/documentos/803493,6509205,,Adrenaline 1mg / ml Sol. Injectable,0.9690000000000001,8543.673
Antropina 1mg/ml Sol. Injectável,MEDICINES AND OTHER PILLS,8817.0,1.6698,EUR,no,,Portugal,2020-04-08,http://www.base.gov.pt/base2/rest/documentos/803494,6509205,,Antropina 1mg / ml Sol. Injectable,1.6698,14722.6266
Cloreto de potássio 75mg/ml Sol. Perfusão 10 ml,MEDICINES AND OTHER PILLS,182523.0,0.295,EUR,no,,Portugal,2020-04-09,http://www.base.gov.pt/base2/rest/documentos/803495,6509205,,Potassium chloride 75mg / ml Sol. Perfusion 10 ml,0.295,53844.284999999996
Lactato de Ringer 500 ml/ Sol. Perfusão,MEDICINES AND OTHER PILLS,37621.0,0.588,EUR,no,,Portugal,2020-04-10,http://www.base.gov.pt/base2/rest/documentos/803496,6509205,,Ringer&#39;s lactate 500 ml / Sol.,0.588,22121.147999999997
Enoxoparina 60mg/0.6 ml sol. injectável,MEDICINES AND OTHER PILLS,70311.0,3.1483,EUR,no,,Portugal,2020-04-11,http://www.base.gov.pt/base2/rest/documentos/803497,6509205,,Enoxoparin 60mg / 0.6 ml sol. injectable,3.1483,221360.1213
Amoxicilina / Ácido Clavulânico 1000 mg + 200 mg Pó para Sol. Injectável,MEDICINES AND OTHER PILLS,16446.0,1.5,EUR,no,,Portugal,2020-04-12,http://www.base.gov.pt/base2/rest/documentos/803498,6509205,,Amoxicillin / Clavulanic Acid 1000 mg + 200 mg Powder for Sol. Injectable,1.5,24669.0
Amoxicilina 500mg/5ml Pó para susp. oral,MEDICINES AND OTHER PILLS,3468.0,3.0,EUR,no,,Portugal,2020-04-13,http://www.base.gov.pt/base2/rest/documentos/803499,6509205,,Amoxicillin 500mg / 5ml Powder for susp. oral,3.0,10404.0
Paracetamol 40mg/ml Suspensão Oral,MEDICINES AND OTHER PILLS,2078.0,0.7,EUR,no,,Portugal,2020-04-14,http://www.base.gov.pt/base2/rest/documentos/803500,6509205,,Paracetamol 40mg / ml Oral Suspension,0.7,1454.6
Viseira,FACE SHIELD,50.0,7.5,EUR,no,,Portugal,2020-05-13,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6562406,,Visor,7.5,375.0
DESINFECTANTE HIGIENIZADOR DE PAVIMENTOS-BACTERICIDA/ANTIVIRAL 1 L,DISINFECTANTS,8000.0,0.55,EUR,no,,Portugal,2020-05-13,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6562384,,FLOOR HYGIENIZING DISINFECTANT-BACTERICIDE / ANTIVIRAL 1 L,0.55,4400.0
FATOS 3M,DISPOSABLE COVERALL,50.0,12.5,EUR,no,,Portugal,2020-05-13,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6562452,,FATOS 3M,12.5,625.0
Luvas em Latex,MEDICAL GLOVES,1000.0,0.07805,EUR,no,,Portugal,2020-05-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6534366,,Latex Gloves,0.07805,78.05
Testes Rápidos Covid 19,COVID19 TEST KIT,5000.0,25.0,EUR,no,,Portugal,2020-04-29,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6528641,6528641,,Covid Rapid Tests 19,25.0,125000.0
Computador portátil,OTHER: NON MEDICAL,15.0,1326.67,EUR,no,,Portugal,2020-04-30,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6528149,,Portable computer,1326.67,19900.050000000003
Computadores portáteis para reforço do parque informático e utilização em teletrabalho,OTHER: NON MEDICAL,50.0,640.0,EUR,no,,Portugal,2020-04-08,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6479531,,Portable computers to strengthen the computer park and use in teleworking,640.0,32000.0
Headsets,OTHER: NON MEDICAL,700.0,15.93,EUR,no,,Portugal,2020-05-05,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6536281,,Headsets,15.93,11151.0
Headsets,OTHER: NON MEDICAL,700.0,13.01,EUR,no,,Portugal,2020-05-05,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6536314,,Headsets,13.01,9107.0
Reagente Novel Corona Virus Real Time,COVID19 TEST,25.0,960.0,EUR,no,,Portugal,2020-03-20,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6449161,6449161,,Novel Corona Virus Real Time Reagent,960.0,24000.0
Testes no âmbito do Plano Contigência Covid-19,COVID19 TEST,500.0,90.0,EUR,no,,Portugal,2020-04-21,http://www.base.gov.pt/base2/rest/documentos/801643,6522061,,Tests under the Covid-19 Contigency Plan,90.0,45000.0
Testes rápidos COVID 19,COVID19 TEST,1000.0,25.0,EUR,no,,Portugal,2020-04-03,http://www.base.gov.pt/base2/rest/documentos/800065,6500936,,COVID rapid tests 19,25.0,25000.0
Módulo pré-fabricados para Raio X,OTHER: NON MEDICAL,1.0,5220.0,EUR,no,,Portugal,2020-05-07,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6543902,,Prefabricated X-Ray Module,5220.0,5220.0
Solução Alcoolica com Antisséptico (incolor) spay,DISINFECTANTS,2500.0,2.45,EUR,no,23,Portugal,2020-04-08,http://www.base.gov.pt/base2/rest/documentos/801317,6518411,,Alcoholic Solution with Antiseptic (colorless) spay,2.45,6125.0
Clorohexidina 2% Sol. Alcoolica FRS Spray,DISINFECTANTS,500.0,2.94,EUR,no,23,Portugal,2020-04-08,http://www.base.gov.pt/base2/rest/documentos/801317,6518411,,Chlorohexidine 2% Sol. Alcoholic FRS Spray,2.94,1470.0
Clorohexidina 2% Sol. Alcoolica Corada Unidose FRs,DISINFECTANTS,4000.0,1.97,EUR,no,23,Portugal,2020-04-08,http://www.base.gov.pt/base2/rest/documentos/801317,6518411,,Chlorohexidine 2% Sol. Alcoholic Corada Unidose FRs,1.97,7880.0
Solução Alcoolica em Gel com Dermoprotector 500 ml FR,HAND SANITIZER,4800.0,2.6,EUR,no,6,Portugal,2020-03-09,http://www.base.gov.pt/base2/rest/documentos/794742,6427764,,Alcoholic Gel Solution with Dermoprotector 500 ml FR,2.6,12480.0
Ventilador,VENTILATOR,3.0,7000.0,EUR,no,,Portugal,2020-05-07,http://www.base.gov.pt/base2/rest/documentos/804432,6560368,,Fan,7000.0,21000.0
Batas descartáveis,HOSPITAL CLOTHING,19000.0,1.75,EUR,no,,Portugal,2020-05-27,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6635435,6635435,,Disposable gowns,1.75,33250.0
"Máscaras faciais de tecido, reutilizáveis",MASK (FOR GENERAL POPULATION USE),30000.0,1.95,EUR,no,,Portugal,2020-05-22,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6619193,6619193,,Reusable fabric face masks,1.95,58500.0
"Máscaras faciais de tecido, reutilizáveis",MASK (FOR GENERAL POPULATION USE),150000.0,1.2819999999999998,EUR,no,,Portugal,2020-05-25,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6629792,6629792,,Reusable fabric face masks,1.2819999999999998,192299.99999999997
Dispensadores de gel em aço inox para exterior,,100.0,245.65,EUR,no,,Portugal,2020-05-29,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6637894,6637894,hand sanitizer dispenser,Outdoor stainless steel gel dispensers,245.65,24565.0
Computadores portáteis e serviços conexos,OTHER: NON MEDICAL,28.0,639.84,EUR,no,,Portugal,2020-05-29,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6641814,6641814,,Laptops and related services,639.84,17915.52
Máscaras cirúrgicas tipo II,MASK TYPE II,20000.0,0.63,EUR,no,,Portugal,2020-05-25,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6620177,6620177,,Type II surgical masks,0.63,12600.0
Equipamentos Switch's,OTHER: NON MEDICAL,4.0,1735.57,EUR,no,,Portugal,2020-04-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6500025,,Switch&#39;s Equipment,1735.57,6942.28
Auriculares para as centrais de orientação de doentes urgentes,OTHER: NON MEDICAL,40.0,74.5,EUR,no,,Portugal,2020-04-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6508140,,Headsets for urgent patient guidance centers,74.5,2980.0
Ventilador,VENTILATOR,1.0,19820.0,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6584884,,Fan,19820.0,19820.0
Macerador,OTHER MEDICAL EQUIPMENT,2.0,4100.0,EUR,no,,Portugal,2020-05-21,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6589078,,of journey is,4100.0,8200.0
Ventilador Mindray,VENTILATOR,4.0,,EUR,no,,Portugal,2020-05-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6604570,,Mindray fan,,
Sistemas Completos de Alto Fluxo,OTHER MEDICAL EQUIPMENT,20.0,3350.0,EUR,no,,Portugal,2020-05-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6604690,,Complete High Flow Systems,3350.0,67000.0
Ventiladores LYRA,VENTILATOR,6.0,15833.33,EUR,no,,Portugal,2020-05-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6604876,,LYRA fans,15833.33,94999.98
Macerador,OTHER MEDICAL EQUIPMENT,2.0,4050.0,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6616856,,of journey is,4050.0,8100.0
Ventiladores de extração com filtragem HEPA,VENTILATOR,2.0,18021.665,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618627,,Extraction fans with HEPA filtration,18021.665,36043.33
Ventiladores de Cuidados Intensivos,VENTILATOR,5.0,17900.0,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618691,,Intensive Care Ventilators,17900.0,89500.0
Equipamento de anestesia com ventilação - Intellisave AX700,VENTILATOR,1.0,21700.0,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618814,,Ventilated anesthesia machine - Intellisave AX700,21700.0,21700.0
Equipamento Ecografia APLIO i-600 com 3 Sondas,OTHER MEDICAL EQUIPMENT,1.0,39850.0,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618914,,APLIO i-600 Ultrasound Equipment with 3 Probes,39850.0,39850.0
Termómetro infravermelhos sem contacto,INFRARED THERMOMETER,100.0,54.95,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6619030,,Non-contact infrared thermometer,54.95,5495.0
"Máscaras cirúrgicas , para distribuição pelos munícipes",SURGICAL MASK,50000.0,0.5,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6619605,,Surgical masks for distribution to residents,0.5,25000.0
Máscaras de proteção FFP1,FFP1,22000.0,0.66,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6620984,,Protective masks FFP1,0.66,14520.0
Equipamento ECMO,OTHER MEDICAL EQUIPMENT,1.0,70000.0,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6622955,,ECMO equipment,70000.0,70000.0
computadores portáteis,OTHER: NON MEDICAL,200.0,270.0,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6629137,,laptops,270.0,54000.0
Carro com  báscula para armazéns,OTHER: NON MEDICAL,1.0,11016.0,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6632326,,Truck with tipper for warehouses,11016.0,11016.0
Transporte Aéreo do Material de Proteção adquirido à China para a ULSNA,TRANSPORTATION,1.0,2158.1,EUR,no,,Portugal,2020-05-29,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6638546,,Air Transport of Protective Material purchased from China to ULSNA,2158.1,2158.1
Prestação de serviços de Despachante Oficial do Material de Proteção adquirido à China,TRANSPORTATION,1.0,9904.87,EUR,no,,Portugal,2020-05-29,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6638740,,Provision of services of Official Dispatcher of Protective Material purchased from China,9904.87,9904.87
Computadores portáteis,OTHER: NON MEDICAL,25.0,384.5,EUR,no,,Portugal,2020-03-19,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6433222,,Laptops,384.5,9612.5
Desinfetante álcool gel com doseador,HAND SANITIZER,30.0,3.5,EUR,no,,Portugal,2020-05-18,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6577388,,Alcohol gel disinfectant with dispenser,3.5,105.0
Computador portátil,OTHER: NON MEDICAL,12.0,696.71,EUR,no,,Portugal,2020-05-19,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6579236,,Portable computer,696.71,8360.52
Sonda Gama para Cirurgia Oncológica de Ginecologia,OTHER MEDICAL EQUIPMENT,1.0,18900.0,EUR,no,,Portugal,2020-05-19,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6580816,,Gamma Probe for Gynecological Oncology Surgery,18900.0,18900.0
Mangas estéreis para Sonda Gama de Cirurgia Oncológica de Ginecologia,OTHER MEDICAL EQUIPMENT,50.0,18.5,EUR,no,,Portugal,2020-05-19,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6582009,,Sterile sleeves for Gynecology Oncology Surgery Probe,18.5,925.0
cardiotocografo,OTHER MEDICAL EQUIPMENT,1.0,6150.0,EUR,no,,Portugal,2020-05-19,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6582237,,cardiotocografo,6150.0,6150.0
Doseadores antissépticos e recargas,,30.0,258.2,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6582852,dispenser,Antiseptic dosers and refills,258.2,7746.0
Headsets para atendimento informativo telefónico,OTHER: NON MEDICAL,50.0,73.38,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6584392,,Headsets for telephone information service,73.38,3669.0
Ventilador Invasivo,VENTILATOR,1.0,10500.0,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6584525,,Invasive Fan,10500.0,10500.0
Sensor de capnografia para ventilador,VENTILATOR'S COMPONENTS,1.0,6375.75,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6584867,,Capnography sensor for ventilator,6375.75,6375.75
Barreiras acrilica de proteção para os postos de atendimento das Unidades Orgânicas do IMT,OTHER: NON MEDICAL,75.0,99.84333333,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6585070,,Acrylic protection barriers for the service stations of the IMT Organic Units,99.84333333,7488.24999975
FITA SINALIZAÇÃO AMARELA/PRETA 100MM com 33M,OTHER: NON MEDICAL,6.0,22.96,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6585146,,YELLOW / BLACK SIGNALING TAPE 100MM with 33M,22.96,137.76
Carro de anestesia,OTHER MEDICAL EQUIPMENT,3.0,1886.63,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6586257,,Anesthesia trolley,1886.63,5659.89
Healthy Hands With Aloe II - 1L,HAND SANITIZER,20.0,,EUR,no,,Portugal,2020-05-21,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6590975,,Healthy Hands With Aloe II - 1L,,
óximetro portátil,OTHER MEDICAL EQUIPMENT,1.0,1901.5,EUR,no,,Portugal,2020-05-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6604145,,portable oximeter,1901.5,1901.5
Máscaras de proteção N95 FFP2,FFP2,13300.0,1.5,EUR,no,,Portugal,2020-05-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6605045,,Protective masks N95 FFP2,1.5,19950.0
