ID,date,product,type,title,lot,buyer_country,supplier,price_contract_EUR,price_EUR,price_lot_EUR,supplier_id,supplier_country,supplier_city,supplier_street,supplier_postcode,producer_name,procedure,bids,contract_number,TED_id,price,price_currency,price_lot,source
UK0664,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Ethypharm UK Ltd,183293.5032,2382815.5416,,8565401,,,"Bampton Road, Harold Hill, Romford, Essex, RM3 8UG",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0665,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Martindale Pharmaceuticals Ltd,183293.5032,2382815.5416,,1073169,,,"Bampton Road, Harold Hill, Romford, Essex, RM3 8UG",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0666,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Mylan UK Healthcare Ltd,183293.5032,2382815.5416,,9189103,,,"20 Station Close, Potters Bar, England, EN6 1TL",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0667,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Pfizer Ltd,183293.5032,2382815.5416,,526209,,,"Ramsgate Road, Sandwich,Kent, CT13 9NJ",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0668,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Sandoz Ltd,183293.5032,2382815.5416,,1547204,,,"Park View Riverside Way, Watchmoor Park, Camberley,Surrey, United Kingdom, GU15 3YL",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0669,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Sigma Pharmaceuticals Plc,183293.5032,2382815.5416,,1561802,,,"FirstFloor Roxburghe House, 273-287 Regent Street, London, W1B 2HA",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0670,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Zentiva Pharma UK Ltd,183293.5032,2382815.5416,,2158996,,,"Office 136 - 152, Units A-J, Austen House, Station View, Guildford, GU1 4AR",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0671,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Hameln Pharma Ltd,183293.5032,2382815.5416,,1034697,,,"Unit C, Nexus, Gloucester Business Park Gloucester GL3 4AG",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0672,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Teva UK Ltd,183293.5032,2382815.5416,,302461,,,"Ridings Point, Whistler Drive, West Yorkshire, Castleford, WF10 5HX",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0673,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Milpharm Ltd,183293.5032,2382815.5416,,3354124,,,"Ares Block, Odyssey Business Park, West End Road, South Ruislip, Middlesex, London, HA4 6QD",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
UK0674,2020-06-18,Other (medicines),awarded tender,Contracts for the supply of Azithromycin &amp; Dexamethasone products pt2,0,UK,Aspen Pharma Ireland Ltd,183293.5032,2382815.5416,,IE525086,,,"One George&amp;apos;s Quay Plaza,	Dublin	2, Ireland",,,Negotiated procedure without prior publication (OJEU),,ocds-b5fd17-15e59374-9657-49f6-9967-394f00bbe769-365110-tender_237873-862149,,2108686.32,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/2d060b62-15be-4ab7-94d4-6a9f0474691e.json
ES0919,2020-03-16,Sanitizing supplies,awarded tender,Contratación de material sanitario necesario e inaplazable adquisición por el avance de la COVID-19 en la Comunitat Valenciana,1,ES,"Promechi, S. L.",1885.84,860906,1885.84,,ES,Alaquas,"C/ els Ports, 7, polígono industrial Bovalar",46970,,direct award,1,270/2020,2020/S 087-207191,860906,EUR,1885.84,http://ted.europa.eu/udl?uri=TED:NOTICE:207191-2020:TEXT:ES:HTML
ES0918,2020-03-01,Sanitizing supplies,awarded tender,Contratación de material sanitario necesario e inaplazable adquisición por el avance de la COVID-19 en la Comunitat Valenciana,1,ES,"Low Media, S. L.",6850,860906,6850,,ES,Madrid,"C/ de las Margaritas, 38",28039,,direct award,1,270/2020,2020/S 087-207191,860906,EUR,6850,http://ted.europa.eu/udl?uri=TED:NOTICE:207191-2020:TEXT:ES:HTML
ES0916,2020-03-16,Sanitizing supplies,awarded tender,Contratación de material sanitario necesario e inaplazable adquisición por el avance de la COVID-19 en la Comunitat Valenciana,1,ES,"Cleanity, S. L.",52170,860906,52170,,ES,Cheste,"Polígono industrial de Cheste, vial 6",46380,,direct award,1,270/2020,2020/S 087-207191,860906,EUR,52170,http://ted.europa.eu/udl?uri=TED:NOTICE:207191-2020:TEXT:ES:HTML
ES0917,2020-03-16,Sanitizing supplies,awarded tender,Contratación de material sanitario necesario e inaplazable adquisición por el avance de la COVID-19 en la Comunitat Valenciana,1,ES,"Ibersurgical, S. L.",800000,860906,800000,,ES,Valencia,"C/ Vall de la Ballestera, 64",46015,,direct award,1,270/2020,2020/S 087-207191,860906,EUR,800000,http://ted.europa.eu/udl?uri=TED:NOTICE:207191-2020:TEXT:ES:HTML
UK0494,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,Agile Medical,3585321.63,32267894.67,,,,,"Estate Road 2
        South Humberside Industrial Estate
        Grimsby
        DN31 2TG",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0495,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,Eden Medical Ltd,3585321.63,32267894.67,,,,,"7 Dryden Place
        Bilston Glen Industrial Estate
        Loanhead
        Midlothian
        EH20 9HP",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0496,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,Gamma Energy Ltd,3585321.63,32267894.67,,,,,"M1, Innovation Centre
        Rennes Dr.
        Exeter
        EX4 4RN",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0497,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,Specialist Door Solutions Ltd,3585321.63,32267894.67,,,,,"Unit 4, Guilford Road Trading Estate
        Farnham
        GU9 9PZ",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0498,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,Toffeln Ltd,3585321.63,32267894.67,,,,,"Unit 2, Bridge Road
        Kingswood
        Bristol
        BS15 4FW",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0499,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,"Beijing Easymonitor Technology Development Company,Co.,Ltd",3585321.63,32267894.67,,,,,"Floor 3N, Jinyun Plaza B
        Xizhimen North Street No.43
        Haidian district
        Beijing",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0500,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,365 Healthcare Ltd,3585321.63,32267894.67,,,,,"1 Berry Hill Industrial Estate
      , Droitwith Spa
      , Worcestershire
      WRN 9AX",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0501,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,Total Protection (UK) Ltd,3585321.63,32267894.67,,,,,"142 Leyland Trading Estate
      Irthlingborough Road
      Wellingborough
      NN8 1RT",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
UK0502,2020-06-10,Other,awarded tender,COVID-19 Direct Awards for PPE and Medical Equipment,0,UK,"Beijing Tianxingpuxin Bio-med Sinopharm Holding Co.,Ltd",3585321.63,32267894.67,,,,,"Building A, No. 8, Linquan West Road
      Huaxiang Town
      Fengtai district
      Beijing",,,Other - ,,ocds-b5fd17-e21b3712-4747-4c10-99ef-aeaf22b5ceab-363387-bip499339661,,28555659,GBP,,https://www.contractsfinder.service.gov.uk/Published/Notice/releases/956e631c-2f41-484e-954d-da63411692de.json
LT1224,2020-04-11,Covid-19 tests,awarded tender,COVID-19 greitieji testai,1,LT,UAB „Vilniaus sporto projektai“,8485.95,318185.95,8485.95,,LT,Vilnius,Algirdo g. 19,LT-03219,,direct award,1,,2020/S 078-183886,318185.95,EUR,8485.95,http://ted.europa.eu/udl?uri=TED:NOTICE:183886-2020:TEXT:LT:HTML
LT1223,2020-03-30,Covid-19 tests,awarded tender,COVID-19 greitieji testai,1,LT,MB „Erato grupė“,180000,318185.95,180000,,LT,Vilnius,Jonažolių g. 4-2,LT-04134,,direct award,1,,2020/S 078-183886,318185.95,EUR,180000,http://ted.europa.eu/udl?uri=TED:NOTICE:183886-2020:TEXT:LT:HTML
UK1979,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Menarini Diagnostics,434615.384615385,5650000,5650000,,UK,Winnersh,"405 Wharfedale Road, RG41 5RA",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1980,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Surescreen Diagnostics Ltd,434615.384615385,5650000,5650000,,UK,Derby,1 Prime Parkway,,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1981,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Horiba UK Ltd,434615.384615385,5650000,5650000,,UK,Northampton,"Kyoto Close, Moulton Park Industrial Estate, NN3 6FL",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2111,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,London Healthcare Locums,434615.384615385,5650000,5650000,,UK,Illford,"Amanveer House, 525 Green Lane, IG3 9RH",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2136,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Canary Locums Ltd,434615.384615385,5650000,5650000,,UK,Ilford,"Amanveer House, 525 Green Lane",IG3 9RH,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2137,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Cuttlefish Ltd,434615.384615385,5650000,5650000,,UK,Ginstead,"Fircroft, Blackberry Road, Felcourt East",RH19 2LH,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2143,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Nal Von Minden Ltd,434615.384615385,5650000,5650000,,UK,Ticehurst,"Unit 4 Gibbs Reed Farm, Pashley Road, TN5 7HE",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2144,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Pharmed UK Ltd,434615.384615385,5650000,5650000,,UK,Banbury,"Cephalon House Unit 8 Manor Park, Wild Mer Industrial Estate, OX16 3TB",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2194,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,"Guangdong CHN-GENE Genetics Technology Co., Ltd",434615.384615385,5650000,5650000,,CN,Dongguan,"Unit 02, 8F, District C, Huifeng Centre, No 1 Huifenglu, Guangcheng District, Guangdong Province",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2196,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Chirus Ltd,434615.384615385,5650000,5650000,,UK,Watford,17 Cassiobury Park Avenue,WD18 7LA,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2197,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Mecobo Ltd,434615.384615385,5650000,5650000,,UK,Manchester,"City View House 5 Union Street, M12 4JD",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2198,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,Oxford Biosystems Ltd,434615.384615385,5650000,5650000,,UK,Abingdon,"184b Park Drive, Milton Park, OX14 4SE",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2199,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,1,UK,William Davies Care Ltd,434615.384615385,5650000,5650000,,UK,London,"215 Shrewsbury Road, E7 8QH",,,open competition,22,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1978,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Canary Locums Ltd,297368.421052632,5650000,5650000,,UK,Ilford,"Amanveer House, 525 Green Lane, IG3 9RH",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1982,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,AB Molecular Ltd,297368.421052632,5650000,5650000,,UK,Buckingham,"Botyl Road, Botloph Claydon, MK18 2LR",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1983,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,PerkinElmer Las (UK) Ltd,297368.421052632,5650000,5650000,,UK,Beaconsfield,"Chalfront Road, Seer Green, HP9 2FX",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1984,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Bio-Rad Laboratories Ltd,297368.421052632,5650000,5650000,,UK,Watford,"The Junction 3rd and 4th Floor, Station Road, WD17 1ET",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK1985,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,London Healthcare Locums,297368.421052632,5650000,5650000,,UK,Ilford,"Amanveer House, 525 Green Lane, IG3 9RH",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2071,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Life Technologies Ltd,297368.421052632,5650000,5650000,,UK,Paisley,"3 Fountain Drive, Inchinnan Business Park, PA4 9RF",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2110,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Ab Scientific Ltd,297368.421052632,5650000,5650000,,UK,London,"Kemp House, 152 City Road, EC1V 2NX",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2112,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Beckman Coulter UK Ltd,297368.421052632,5650000,5650000,,UK,High Wycombe,"Oakley Court Kingsmead Business Park, London Road, HP11 1JU",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2113,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,CoreMrx,297368.421052632,5650000,5650000,,UK,London,"2 Langwood Chase, TW11 9PH",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2114,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Takare Bio Europe SAS,297368.421052632,5650000,5650000,,FR,Saint-Germain-en-Laye,"34 Rue De La Croix De Fer, 78100",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2146,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Randox Laboratories Ltd,297368.421052632,5650000,5650000,,UK,Crumlin,"Ardmore, 55 Diamond Road, BT29 4QY",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2193,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Agena Bioscience GmbH,297368.421052632,5650000,5650000,,DE,Hamburg,"Gassstrasse 18, Haus 5, 22761",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2200,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Horiba UK Ltd,297368.421052632,5650000,5650000,,UK,Northampton,"Kyoto Close, Moulton Park Industrial Estate, NN3 6FL",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2201,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,William Davies Care Ltd,297368.421052632,5650000,5650000,,UK,London,"215 Shrewsbury Road, E7 8QH",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2202,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Menarini Diagnostics,297368.421052632,5650000,5650000,,UK,Winnersh,"405 Wharfedale Road, RG41 5RA",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2203,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Oxford Biosystems Ltd,297368.421052632,5650000,5650000,,UK,Abingdon,"184b Park Drive, Milton Park, OX14 4SE",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2204,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Qiagen Ltd,297368.421052632,5650000,5650000,,UK,Manchester,"Skelton House, Lloyd Street North, M15 6SH",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2205,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,Pharmed UK Ltd,297368.421052632,5650000,5650000,,UK,Banbury,"Cephalon House Unit 8 Manor Park, Wild Mere Ind Est, OX16 3TB",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
UK2206,2020-07-03,Covid-19 tests,awarded tender,Covid-19 Testing Framework,2,UK,V.H Bio Ltd,297368.421052632,5650000,5650000,,UK,Gateshead,"Unit 11b Station Approach, Team Valley Trading Estate, NE11 0ZF",,,open competition,28,SF052937,2020/S 160-391179,5000000,GBP,5000000,http://ted.europa.eu/udl?uri=TED:NOTICE:391179-2020:TEXT:EN:HTML
AT0078,2020-03-23,PPE (protective equipment),awarded tender,COVID-Atemschutzmasken,1,AT,Mayer W. Karosseriebedarf,133368,133368,133368,,,,,,,direct award,1,,,133368,EUR,133368,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-FN_240832s_BVergG-VIII-2-Z1_217839&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
AT0044,2020-03-17,PPE (protective equipment),awarded tender,COVID-Atemschutzmasken,1,AT,3M Österreich GmbH,142250,142250,142250,,,,,,,direct award,1,,,142250,EUR,142250,https://offenevergaben.at/auftr%C3%A4ge/43740
AT0079,2020-04-17,PPE (protective equipment),awarded tender,COVID-Atemschutzmasken,1,AT,Velaron Holding GmbH,180950,180950,180950,,,,,,,direct award,1,,,180950,EUR,180950,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-FN_240832s_BVergG-VIII-2-Z1_217839&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
AT0077,2020-05-08,PPE (protective equipment),awarded tender,COVID-Atemschutzmasken,1,AT,China Machinery Engineering Suzhhou Co.,228912,228912,228912,,,,,,,direct award,1,,,228912,EUR,228912,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=fde58043-87ff-44b0-b6b0-3d089adfba4c-FN_240832s_BVergG-VIII-2-Z1_706656&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
